"Country","ISO3","Year","Sex","AgeGroup","Indicator","StatisticalUnit","Value","Source","ICVACCategory","Dataset","Comments"
"Slovakia","SVK",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",785,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-18 years old. The data are partial: victims of groups of 2 and more children are not counted."
"Slovakia","SVK",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",714,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-18 years old. The data are partial: victims of groups of 2 and more children are not counted."
"Slovakia","SVK",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",644,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-18 years old. The data are partial: victims of groups of 2 and more children are not counted."
"Slovakia","SVK",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",567,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-18 years old. The data are partial: victims of groups of 2 and more children are not counted."
"Slovakia","SVK",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",522,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-18 years old. The data are partial: victims of groups of 2 and more children are not counted."
"Slovenia","SVN",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",360,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",292,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",286,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",274,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",308,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",258,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",234,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Slovenia","SVN",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",254,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",409,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",438,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",482,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",405,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",346,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",218,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",208,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Lithuania","LTU",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",201,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",346,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",327,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",340,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",348,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",319,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",229,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",194,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",243,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Albania","ALB",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",625,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to the age group 14-17 years old"
"Albania","ALB",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",564,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to the age group 14-17 years old"
"Bosnia and Herzegovina","BIH",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",149,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",128,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",144,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",132,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",136,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",125,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",105,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bosnia and Herzegovina","BIH",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",151,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",512,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",449,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",429,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",336,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",516,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",446,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",499,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Croatia","HRV",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",541,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Montenegro","MNE",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",81,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Includes also children who reached 18 years old."
"Montenegro","MNE",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",90,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Includes also children who reached 18 years old."
"Serbia","SRB",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",583,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",525,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",529,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",600,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",612,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",518,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",549,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Serbia","SRB",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",563,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"North Macedonia","MKD",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",154,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-17 years old for 2018-2021. Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"North Macedonia","MKD",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",200,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-17 years old for 2018-2021. Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"North Macedonia","MKD",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",398,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-17 years old for 2018-2021. Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"North Macedonia","MKD",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",81,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-17 years old for 2018-2021. Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"North Macedonia","MKD",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",176,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 14-17 years old for 2018-2021. Partial data for 2018-2021. From 2022, a new system of registration (application) of crimes has been applied in the Ministry of interior."
"Belarus","BLR",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1133,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1176,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1329,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1488,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1643,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1361,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1464,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Belarus","BLR",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",1727,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to children aged 14-17 years"
"Republic of Moldova","MDA",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",280,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",237,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",503,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",332,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",253,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",206,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",116,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Republic of Moldova","MDA",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",142,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Ukraine","UKR",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",4809,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Ukraine","UKR",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",4838,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Ukraine","UKR",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",4095,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Ukraine","UKR",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",3701,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Ukraine","UKR",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",3249,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Ukraine","UKR",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",3202,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME","Refer to age group 15-17 years old."
"Georgia","GEO",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",100,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",111,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",99,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",156,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",140,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",151,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",174,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Georgia","GEO",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",187,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2015,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",812,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2016,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",626,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2017,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",445,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2018,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",531,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2019,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",484,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2020,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",363,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2021,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",402,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Kazakhstan","KAZ",2022,"Total","17","Number of child victims of crime (0-17 years) registered by the police during the year","Number",421,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_JJ_CHLD_VICTIM_CRIME",NA
"Bulgaria","BGR",2019,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",28,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",18,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",20,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Bulgaria","BGR",2022,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",24,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2015,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",65,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2016,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",32,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2017,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",32,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2018,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",23,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2019,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",24,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2020,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",22,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
"Croatia","HRV",2021,"Total","0-17","Number of child victims of violence with disabilities (0-17 years) registered by child/social welfare authorities during the year","Number",77,"TMEE Data Collection: 2023 Publication","Other acts of violence against a child not elsewhere classified","TMEE_PT_CHILD_DISAB_VIOLENCE_WELFARE",NA
